지점,지점명,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최단시정현상,최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%),기사란
113,인천공항,2021-05-15,3.6,11,16,1021,1025,150,140,61,23.6,17,1104,345,1006.7,1010,1003.8,14.5,5.5,1144,5,2.5,,,7.6,200,17.2,87,{비}220-230. {연무}800-900. {비}900-1006. {박무}900-1900. {비}1130-1900. {이슬비}1900-1930. {안개 또는 어는안개 또는 빙무}1900-2130. {비}1930-2400. {박무}2130-2300. {안개 또는 어는안개 또는 빙무}2300-2400. {박무}2400-2400.
113,인천공항,2021-05-16,6.8,15,21,2247,2241,50,50,63,20.4,13.5,353,2344,1001.2,1004.2,999.2,41,10,400,7.5,4,,,7.9,100,16.6,97,{박무}0-2130. {비}0-2300. {}111-130.
113,인천공항,2021-05-17,6.3,13,17,3,3,40,40,61,18.7,12.7,1638,415,1007.2,1010.8,1003,0.5,0.5,1046,0.5,0.5,,,6.3,400,12.6,87,{비}200-430. {박무}221-448. {이슬비}430-448. {이슬비}549-613. {비}800-830. {비}1040-1224.
113,인천공항,2021-05-18,4.8,11,20,1531,1351,230,230,10,21.4,12.2,1444,337,1011,1012.4,1010,,,,,,,,3.3,20000,10.8,71,{박무}400-730.
113,인천공항,2021-05-19,4.3,11,16,1418,1410,240,240,10,23,10.9,1219,518,1012.1,1013.2,1010.4,,,,,,,,2.5,20000,10.4,65,{박무}400-930. {연무}930-1530. {연무}1930-2400.
113,인천공항,2021-05-20,8,14,22,829,808,20,30,61,23.2,14.8,1428,2118,1005.8,1012.1,1001.7,5.5,2.5,2013,1.5,1,,,7.7,2500,12,69,{연무}0-230. {박무}530-700. {비}800-930. {박무}900-930. {비}1414-1430. {비}1547-1700. {비}1730-2400. {박무}1830-2300.
113,인천공항,2021-05-21,9,15,20,1120,1959,320,280,61,18.3,13.6,1431,555,1006.4,1010.8,1001.6,3.5,1,416,1,0.5,,,6.6,2000,13.1,87,{비}0-230. {박무}30-330. {이슬비}230-330. {비}416-630. {박무}416-630. {이슬비}630-930. {박무}730-830. {비}930-1117. {비}1319-1336. {비}1515-1649.
113,인천공항,2021-05-22,5.6,14,25,1710,1342,260,260,10,21.4,12.7,1348,406,1011.4,1012.8,1010,,,,,,,,1.1,5000,12,74,{박무}300-730. {박무}2200-2400.
113,인천공항,2021-05-23,4.4,9,13,1548,38,300,250,10,22.9,13,1345,513,1011.4,1013.3,1009.3,,,,,,,,5.6,16000,12,73,{박무}0-930. {연무}930-1000.
113,인천공항,2021-05-24,6.8,15,23,1543,1600,270,260,10,22.4,14,1356,2329,1008.6,1010.1,1007,0,0,,0,0,,,2.7,300,13,78,{박무}300-930. {비}553-615. {연무}1530-1600. {황사 또는 공중먼지}1600-2400. {박무}2200-2400.
113,인천공항,2021-05-25,11,19,29,1244,413,250,230,63,18.7,12.2,1447,720,1007.6,1010.5,1005.9,4.5,3.5,508,3,1.5,,,3,2000,11.1,78,{황사 또는 공중먼지}0-700. {박무}0-730. {비}400-749.
113,인천공항,2021-05-26,12.1,19,29,1426,2355,180,210,10,23.5,11.4,1404,239,1007.5,1011.1,1004.5,,,,,,,,5,7000,10.3,66,{박무}200-1000.
113,인천공항,2021-05-27,11.8,20,32,1217,1,280,220,63,19.6,12.8,1448,2123,1002,1005.3,999.8,6,5,529,4,2.5,,,4.3,300,12.6,83,{비}517-1030. {박무}530-900. {박무}930-1218. {이슬비}1030-1100. {연무}1604-1930. {박무}1930-2400.
113,인천공항,2021-05-28,11.5,22,29,948,947,140,140,95,19.8,12.4,1437,848,1000.9,1006.4,997.2,13.5,4.5,355,3,2,,,5.1,1200,12.4,84,{박무}0-830. {비}254-457. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}457-624. {비}624-659. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}659-807. {비}807-1000. {박무}900-1000. {박무}1400-1500. {연무}1600-1753. {비}1753-1800. {박무}1753-2130.
113,인천공항,2021-05-29,6.8,15,26,1,16,300,300,,18.7,12.2,1123,2306,1006.8,1010,1002.6,0,0,,0,0,,,4,7000,11.5,76,{비}1248-1337. {비}1410-1707. {비}1918-2013.
113,인천공항,2021-05-30,6.5,26,36,1840,1837,280,280,41,25.9,10.7,1610,519,1009,1010.7,1006.5,16,9.5,2024,7,4,,,3.8,100,12,73,{박무}230-430. {안개 또는 어는안개 또는 빙무}430-730. {박무}730-900. {비}1830-1834. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1834-1902. {박무}1900-2000. {비}1902-2016. {}1912-1930. {}2008-2016. {박무}2008-2400. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}2016-2030. {비}2030-2036. {}2030-2036. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}2036-2045. {비}2045-2048. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}2048-2200. {비}2200-2400.
113,인천공항,2021-05-31,6.7,11,17,424,1718,160,240,61,23.1,16.7,1601,9,1010.8,1012.4,1009.3,0.5,0.5,1,0.5,0.5,,,7,2000,14.2,73,{비}0-300. {박무}0-400.
113,인천공항,2021-06-01,6.5,18,29,518,447,330,320,10,23.1,15.2,1234,655,1013.8,1016.6,1011.3,2.5,2,541,1.5,1,,,7.1,2500,13.8,70,{비}500-809. {}530-600. {박무}600-700. {비}1056-1118. {연무}1200-1330. {비}1522-1609. {박무}2330-2400.
113,인천공항,2021-06-02,5.3,11,17,1751,1458,240,250,10,28.2,16.2,1530,526,1012.8,1015,1010.8,,,,,,,,2.6,20000,14.4,65,{박무}0-100. {박무}130-830. {연무}830-1030. {박무}1030-1200.
113,인천공항,2021-06-03,4.7,20,28,2017,2009,340,350,51,21.9,14.4,914,2015,1005.1,1011,1001.4,12,3.5,1941,3.5,2,,,7.3,200,15.5,85,{박무}500-900. {비}1030-1100. {비}1218-1517. {박무}1218-2130. {이슬비}1517-1600. {비}1600-2306.
113,인천공항,2021-06-04,9,17,32,1433,1443,220,220,47,21.3,13.1,1345,619,1002.2,1003.1,1001.1,,,,,,,,2.2,200,12.8,78,{박무}530-600. {안개 또는 어는안개 또는 빙무}{6}600-624. {안개 또는 어는안개 또는 빙무}624-630. {박무}630-1200. {연무}1200-1300.
113,인천공항,2021-06-05,10.3,16,28,1717,1718,230,220,41,23.2,16.5,1413,105,1001.1,1003.8,999.8,,,,,,,,3.6,200,15.6,80,{박무}330-1330. {연무}1330-2000. {박무}2000-2330. {안개 또는 어는안개 또는 빙무}2330-2400.
113,인천공항,2021-06-06,7,13,21,31,1537,180,230,46,25.5,17,1342,122,1006.7,1010.8,1003.6,,,,,,,,4.3,100,17,81,{안개 또는 어는안개 또는 빙무}0-15. {안개 또는 어는안개 또는 빙무}{9}15-30. {안개 또는 어는안개 또는 빙무}{8}30-212. {안개 또는 어는안개 또는 빙무}{6}212-217. {안개 또는 어는안개 또는 빙무}{8}217-230. {안개 또는 어는안개 또는 빙무}230-300. {박무}300-1100. {연무}1100-1130. {박무}2130-2230.
113,인천공항,2021-06-07,5,15,19,945,940,150,160,10,24.2,17.2,1427,109,1013.6,1015.2,1010.6,,,,,,,,6.5,1000,15.3,74,{박무}230-500.
113,인천공항,2021-06-08,5.2,12,20,1215,831,280,230,60,23.8,18.3,1148,359,1015.4,1017.3,1014.2,0,0,,0,0,,,6.6,800,17.3,82,{비}219-230. {박무}219-1000. {비}535-550.
113,인천공항,2021-06-09,4.3,12,14,1533,1527,330,330,10,29.7,17.9,1314,547,1014.8,1016.5,1013.2,,,,,,,,3.5,13000,17.4,68,{박무}830-1100. {박무}1130-1630.
113,인천공항,2021-06-10,7.1,26,36,2123,2120,140,140,61,28.4,19.1,1213,426,1010.8,1014.1,1006.4,7.5,6.5,2154,4.5,2,,,6.9,2500,17.5,74,{박무}430-830. {연무}830-1030. {비}1030-1200. {박무}1030-1200. {연무}1230-1254. {비}1254-1330. {박무}1254-1430. {연무}1430-1530. {비}1600-2400. {박무}1800-2030. {박무}2200-2400.
113,인천공항,2021-06-11,8.9,23,34,144,201,170,200,47,23.3,17.3,1441,559,1010.2,1013.8,1005.8,3,2.5,1,1.5,1,,,7.1,100,17.7,91,{비}0-400. {박무}0-400. {이슬비}400-630. {안개 또는 어는안개 또는 빙무}400-646. {박무}646-930. {박무}1800-1830. {안개 또는 어는안개 또는 빙무}1830-1900. {안개 또는 어는안개 또는 빙무}{9}1900-1906. {안개 또는 어는안개 또는 빙무}{8}1906-1910. {안개 또는 어는안개 또는 빙무}{6}1910-1916. {안개 또는 어는안개 또는 빙무}{8}1916-1930. {안개 또는 어는안개 또는 빙무}{6}1930-1947. {안개 또는 어는안개 또는 빙무}{4}1947-2018. {안개 또는 어는안개 또는 빙무}{6}2018-2100. {안개 또는 어는안개 또는 빙무}{8}2100-2130. {안개 또는 어는안개 또는 빙무}{6}2130-2200. {안개 또는 어는안개 또는 빙무}{4}2200-2400.
113,인천공항,2021-06-12,6.3,12,15,1346,1338,290,290,47,26.4,17.1,1533,201,1012.3,1014.5,1010.1,,,,,,,,6.1,100,18,86,{안개 또는 어는안개 또는 빙무}{4}0-400. {안개 또는 어는안개 또는 빙무}{6}400-550. {안개 또는 어는안개 또는 빙무}550-611. {박무}611-1100. {박무}1730-1930.
113,인천공항,2021-06-13,5.2,13,18,1604,1614,290,280,41,24.2,15.6,1207,2309,1009.3,1011.3,1007.1,,,,,,,,5.5,100,16.8,89,{박무}400-418. {안개 또는 어는안개 또는 빙무}418-435. {박무}435-500. {안개 또는 어는안개 또는 빙무}500-510. {박무}510-530. {안개 또는 어는안개 또는 빙무}530-600. {박무}600-630. {안개 또는 어는안개 또는 빙무}630-800. {박무}800-900. {안개 또는 어는안개 또는 빙무}900-1000. {박무}1000-1630. {안개 또는 어는안개 또는 빙무}1630-1930. {안개 또는 어는안개 또는 빙무}{9}1930-2000. {안개 또는 어는안개 또는 빙무}{8}2000-2130. {안개 또는 어는안개 또는 빙무}{9}2130-2200. {안개 또는 어는안개 또는 빙무}2200-2217. {안개 또는 어는안개 또는 빙무}{8}2217-2230. {안개 또는 어는안개 또는 빙무}{9}2230-2242. {안개 또는 어는안개 또는 빙무}{8}2242-2250. {안개 또는 어는안개 또는 빙무}{9}2250-2330. {안개 또는 어는안개 또는 빙무}2330-2345. {안개 또는 어는안개 또는 빙무}{8}2345-2400.
113,인천공항,2021-06-14,4.1,10,15,1312,1316,300,290,47,24.5,14.9,1214,341,1006.4,1008.3,1004.4,,,,,,,,6.5,100,16.1,83,{안개 또는 어는안개 또는 빙무}{8}0-15. {안개 또는 어는안개 또는 빙무}{4}15-100. {안개 또는 어는안개 또는 빙무}{6}100-300. {안개 또는 어는안개 또는 빙무}{4}300-400. {안개 또는 어는안개 또는 빙무}{8}400-430. {안개 또는 어는안개 또는 빙무}{9}430-500. {안개 또는 어는안개 또는 빙무}500-530. {박무}530-600. {안개 또는 어는안개 또는 빙무}600-739. {박무}739-1030.
113,인천공항,2021-06-15,5.5,10,16,1544,1538,110,110,61,26.2,18.6,1719,307,1004.2,1005.6,1002.9,1.5,1,923,0.5,0.5,,,5.8,2500,18,79,{박무}500-1400. {비}608-1217. {비}1330-1422.
113,인천공항,2021-06-16,9,15,24,1041,1115,70,70,,30.5,19,1600,405,1005,1006.7,1003.8,,,,,,,,2.9,5000,15.7,59,
113,인천공항,2021-06-17,5.4,10,18,833,1702,130,230,10,23.5,18.5,1321,2132,1006,1007.5,1004.5,0,0,,0,0,,,7.4,2500,16.2,73,{비}1425-1613. {박무}1800-2400. {비}2230-2400.
113,인천공항,2021-06-18,7.5,13,22,956,1004,210,220,41,20.6,18.3,1627,420,1001.7,1004.6,1000.2,6.5,2,442,1.5,1,,,7.8,100,17.9,93,{비}0-100. {박무}0-700. {비}151-1014. {박무}730-1050. {이슬비}1014-1043. {안개 또는 어는안개 또는 빙무}1050-1148. {박무}1148-1400. {박무}1900-2400. {이슬비}2236-2324.
113,인천공항,2021-06-19,4.4,9,18,1330,1333,240,230,41,24.4,17.6,1549,603,1001.6,1002.5,1000.6,,,,,,,,4.3,200,16.9,82,{박무}0-453. {안개 또는 어는안개 또는 빙무}453-730. {박무}730-800. {안개 또는 어는안개 또는 빙무}800-820. {박무}820-1300. {연무}1300-1630. {연무}1730-2030. {박무}2030-2151. {안개 또는 어는안개 또는 빙무}2151-2230. {박무}2230-2400.
113,인천공항,2021-06-20,8.9,17,29,829,1418,160,220,47,25.4,17,1222,141,1001,1003.1,999.9,,,,,,,,5.2,100,17.9,85,{박무}0-600. {안개 또는 어는안개 또는 빙무}600-630. {박무}630-1030. {연무}1030-1730. {박무}1730-2100. {안개 또는 어는안개 또는 빙무}2100-2123. {안개 또는 어는안개 또는 빙무}{8}2123-2200. {안개 또는 어는안개 또는 빙무}{6}2200-2210. {안개 또는 어는안개 또는 빙무}{4}2210-2230. {안개 또는 어는안개 또는 빙무}{2}2230-2330. {안개 또는 어는안개 또는 빙무}{4}2330-2400.
113,인천공항,2021-06-21,5,10,15,1423,1448,290,270,43,25.9,17.9,1312,406,1004.8,1007,1002.5,,,,,,,,3.4,100,17.2,80,{안개 또는 어는안개 또는 빙무}{4}0-100. {안개 또는 어는안개 또는 빙무}{6}100-130. {안개 또는 어는안개 또는 빙무}{8}130-307. {안개 또는 어는안개 또는 빙무}{9}307-330. {안개 또는 어는안개 또는 빙무}330-400. {박무}400-1100. {박무}1930-2400.
113,인천공항,2021-06-22,5.8,12,23,1346,1310,260,230,10,27.6,18.5,1302,36,1008.3,1009.7,1006.4,0,0,,0,0,,,4.9,7000,16.3,71,{박무}0-306. {비}220-306. {박무}330-900. {비}540-616. {연무}900-1430. {비}2013-2100.
113,인천공항,2021-06-23,6.3,11,18,1423,1711,270,220,,26.4,19.1,1607,520,1010.3,1012.2,1009.2,0,0,,0,0,,,3.8,5000,17.1,73,{비}1842-1955.
113,인천공항,2021-06-24,5.7,13,18,1248,1248,300,280,10,26.5,18.6,1230,501,1011.5,1012.5,1010.1,,,,,,,,2.2,16000,17.5,77,{박무}200-1000. {연무}1000-2000. {박무}2000-2400.
113,인천공항,2021-06-25,4.8,11,19,1458,1253,310,230,10,26.5,18.4,1452,425,1011,1012.1,1009.7,,,,,,,,3,10000,17.5,76,{박무}0-1130. {연무}1130-1430.
113,인천공항,2021-06-26,5,9,20,1652,110,30,240,60,25.9,20.1,1642,449,1010.5,1011.8,1009.3,0.5,0.5,200,0.5,0.5,,,6,2500,19.2,82,{비}109-1230. {박무}130-1500. {연무}1500-1630. {박무}2030-2100.
113,인천공항,2021-06-27,6.7,14,22,1557,1509,280,270,10,29.7,19.6,1408,518,1007.3,1009.7,1005.1,,,,,,,,3.7,13000,18.8,74,{박무}130-730.
113,인천공항,2021-06-28,5.4,11,15,1558,1012,310,120,60,29.2,20.8,1550,339,1005.3,1006.3,1003.5,0.5,0.5,524,0.5,0.5,,,5.1,4000,18.9,74,{박무}30-900. {비}230-347. {비}437-700. {박무}1830-2400.
113,인천공항,2021-06-29,6.1,11,16,1358,1229,260,310,10,27.7,21.1,1354,450,1005.6,1007.4,1004.8,,,,,,,,4.5,5000,19.5,78,{박무}0-230. {박무}500-1030. {연무}1030-1930. {박무}1930-2400.
113,인천공항,2021-06-30,4.5,9,16,1109,1100,290,290,10,28.7,20.9,1419,338,1007,1008.5,1005.9,,,,,,,,4,7000,18.8,74,{박무}0-830. {박무}900-1000. {연무}1000-1300. {박무}2300-2400.
113,인천공항,2021-07-01,5.1,12,15,1536,1533,330,330,10,30,20.6,1250,404,1007,1008.1,1005.7,,,,,,,,2.1,20000,19.7,74,{박무}0-930. {연무}930-2030.
113,인천공항,2021-07-02,5.5,10,14,1133,1619,40,230,10,32.2,22.6,1612,31,1008.2,1010,1007,,,,,,,,4.2,16000,19.8,66,{박무}200-1000. {연무}1000-1100. {연무}2030-2200.
113,인천공항,2021-07-03,10.1,16,26,1204,1711,120,110,65,27.1,20.5,1404,2149,1005.6,1009.6,999.3,63.5,12.5,1633,9,4,,,6.7,700,18.5,73,{비}1400-2400. {박무}1530-2400.
113,인천공항,2021-07-04,10.3,16,22,216,211,150,150,61,22.1,19.8,245,1809,1003.5,1010.1,998.6,9.5,4,1,2.5,1.5,,,7.6,100,20.2,94,{비}0-1130. {박무}0-1318. {이슬비}1130-1248. {비}1335-1515. {박무}1400-1630.
113,인천공항,2021-07-05,4.6,9,20,1,132,240,240,,27,20.1,1455,529,1009.9,1011.4,1008.4,,,,,,,,6.4,1100,18.9,81,
113,인천공항,2021-07-06,5,10,15,1410,1413,290,260,10,28.7,20.9,1330,439,1007.2,1008.6,1006.3,,,,,,,,5.3,3000,20.1,77,{박무}200-830. {연무}1100-1900. {박무}1900-2400.
113,인천공항,2021-07-07,4.1,9,13,1321,1141,330,210,10,27.8,22.4,1212,335,1007.1,1008.8,1005.1,1,0.5,2039,0.5,0.5,,,6.6,2500,21.9,85,{박무}0-430. {이슬비}213-230. {이슬비}253-310. {박무}530-1000. {박무}1430-1530. {박무}1930-2030. {비}2039-2112. {비}2230-2400. {박무}2300-2400.
113,인천공항,2021-07-08,5,11,16,1452,1452,290,260,47,27.4,21.2,1453,725,1005.5,1006.8,1003.9,0,0,,0,0,,,5.8,100,21.6,89,{비}0-114. {박무}0-122. {안개 또는 어는안개 또는 빙무}122-130. {안개 또는 어는안개 또는 빙무}{8}130-200. {안개 또는 어는안개 또는 빙무}{6}200-230. {안개 또는 어는안개 또는 빙무}{4}230-300. {안개 또는 어는안개 또는 빙무}{8}300-318. {박무}318-322. {안개 또는 어는안개 또는 빙무}322-330. {박무}330-700. {안개 또는 어는안개 또는 빙무}700-730. {안개 또는 어는안개 또는 빙무}{9}730-735. {안개 또는 어는안개 또는 빙무}{8}735-741. {안개 또는 어는안개 또는 빙무}{9}741-800. {안개 또는 어는안개 또는 빙무}800-900. {박무}900-1000. {박무}2100-2400.
113,인천공항,2021-07-09,5.3,12,24,1538,1535,290,290,10,27.8,22.1,1311,632,1005.5,1007.3,1004.4,0,0,,0,0,,,4.3,2500,20.9,82,{박무}0-400. {박무}600-800. {비}609-630. {비}642-700.
113,인천공항,2021-07-10,6.9,19,27,422,416,180,180,41,27.9,19.7,1422,424,1007.4,1009.6,1006,22,21.5,,21.5,18,,,6.7,1500,22.2,88,{비}207-230. {박무}230-800. {비}308-330. {비}346-430. {}400-430. {뇌전과 강한비 뇌전과 강한눈 뇌전과 강한진눈깨비}430-441. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}441-449. {비}449-500. {비}548-600. {안개 또는 어는안개 또는 빙무}800-900. {박무}900-2400. {비}2123-2200.
113,인천공항,2021-07-11,6.6,13,22,1332,1133,220,210,10,26.1,23.3,1341,436,1009.7,1011,1008.8,0,0,,0,0,,,7.7,200,23,91,{박무}0-2400. {비}247-322. {이슬비}947-1100.
113,인천공항,2021-07-12,4.7,11,15,747,755,170,170,47,31.6,23.3,1534,327,1009.9,1011.4,1008.3,,,,,,,,6.1,200,23.5,84,{박무}0-230. {안개 또는 어는안개 또는 빙무}230-236. {안개 또는 어는안개 또는 빙무}{8}236-300. {안개 또는 어는안개 또는 빙무}{6}300-306. {안개 또는 어는안개 또는 빙무}{4}306-330. {안개 또는 어는안개 또는 빙무}{8}330-346. {안개 또는 어는안개 또는 빙무}{9}346-400. {안개 또는 어는안개 또는 빙무}400-415. {박무}415-1430.
113,인천공항,2021-07-13,6,14,19,1001,1019,150,150,10,30.5,24.8,1804,432,1009.5,1010.7,1008.9,,,,,,,,6.6,2500,23.4,77,{박무}230-700. {박무}800-830.
113,인천공항,2021-07-14,8.3,16,22,931,932,140,140,,32.3,24.2,1612,351,1011.7,1013.7,1010.6,,,,,,,,6.5,2500,23.3,75,
113,인천공항,2021-07-15,5.6,14,21,1425,1545,270,260,,32.3,25,1205,552,1014.4,1015.6,1013.1,,,,,,,,3.8,18000,23.3,75,
113,인천공항,2021-07-16,6.7,23,37,1958,1950,70,60,95,32,22.8,1446,2005,1014.5,1016,1012.1,2,2,1942,2,1,,,2.8,1500,22.9,77,{비}1942-2000. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}2000-2130. {박무}2000-2230. {비}2130-2230. {}2130-2230.
113,인천공항,2021-07-17,5.2,10,15,1319,1033,320,130,10,31.8,23.8,1318,324,1012,1014,1009.9,1,1,1448,1,1,,,4.3,4000,22.1,74,{박무}330-830. {비}1444-1620. {소낙성비}1755-1824.
113,인천공항,2021-07-18,5.8,11,17,2315,2315,170,180,,32.1,24.1,1317,250,1011.3,1012.3,1010.1,0,0,,0,0,,,4.2,8000,21.6,70,{비}2234-2400.
113,인천공항,2021-07-19,4.8,11,14,1607,1559,230,240,,30.9,24,1411,434,1013.2,1014.5,1011.8,0,0,,0,0,,,5,4000,22.2,75,{비}0-6.
113,인천공항,2021-07-20,5.5,9,12,759,1537,50,300,10,32.5,24.4,1442,509,1014.3,1015.4,1013,,,,,,,,4.4,7000,23.4,77,{박무}130-830.
113,인천공항,2021-07-21,5.3,12,15,1719,1522,290,290,5,33.5,25.3,1325,305,1012.8,1014.6,1010.7,,,,,,,,2,,23.8,73,{연무}1230-1300.
113,인천공항,2021-07-22,5.4,11,17,1501,1648,280,270,,33.5,25.5,1156,500,1010.9,1012.5,1009.4,,,,,,,,3.1,20000,22.3,67,
113,인천공항,2021-07-23,4.9,10,14,1339,1200,310,220,10,33.9,25.5,1243,228,1009.3,1010.9,1007.9,,,,,,,,1.7,20000,22.1,67,{연무}500-530. {박무}530-630.
113,인천공항,2021-07-24,4.3,10,15,1448,946,300,120,10,34.8,24.9,1309,548,1008.2,1009.5,1006.7,,,,,,,,2.8,20000,22.7,68,{박무}630-822. {연무}822-1000.
113,인천공항,2021-07-25,4.9,11,17,827,1018,130,170,10,34.7,24.9,1402,452,1006.5,1007.6,1004.9,,,,,,,,4.6,20000,21.8,65,{박무}430-700.
113,인천공항,2021-07-26,6.1,12,19,930,1124,150,180,,33.5,26.7,1515,113,1004.7,1006.1,1003.2,,,,,,,,0.8,,20.6,59,
113,인천공항,2021-07-27,6.3,12,21,1545,1706,290,270,,34.6,26,1215,234,1003,1004.6,1001.6,,,,,,,,2,5000,21.5,63,
113,인천공항,2021-07-28,5.5,12,16,1408,1229,280,280,5,33.5,25.2,1349,420,1002.6,1004,1001.1,,,,,,,,2.7,7000,23.1,72,{박무}700-730. {연무}730-900. {연무}930-1030. {연무}1930-2000. {박무}2000-2030. {박무}2130-2200.
113,인천공항,2021-07-29,5.3,12,18,1720,329,280,230,10,32.6,24.4,1350,528,1002.1,1003.5,1001,,,,,,,,4.5,7000,22.6,73,{박무}100-900.
113,인천공항,2021-07-30,7.8,14,23,1700,1715,230,210,10,34,24.5,1358,421,1000.4,1001.7,998.8,,,,,,,,4.5,4500,22.6,71,{박무}200-730.
113,인천공항,2021-07-31,6.6,12,21,41,1050,190,210,10,31.9,25,1443,524,1000.7,1001.7,999.9,0,0,,0,0,,,4.6,1600,22.6,73,{비}2154-2236. {박무}2236-2400.
113,인천공항,2021-08-01,4.5,11,15,2052,2315,150,210,61,29,24.5,1506,2340,1000.7,1001.9,999,5.5,2.5,2059,2,1.5,,,7.9,2500,24,86,{박무}0-2400. {비}16-30. {비}107-200. {비}333-400. {비}445-600. {비}630-2400.
113,인천공항,2021-08-02,6.4,11,18,757,18,180,180,61,28.2,24.5,1730,2239,1003.2,1005.9,1000.8,0,0,,0,0,,,5.9,2500,23,84,{비}0-300. {박무}0-330. {비}349-700. {박무}400-600. {비}730-943. {비}1049-1219.
113,인천공항,2021-08-03,4.6,11,24,1449,1306,230,240,10,31,24,1318,253,1007.4,1009.5,1005.6,,,,,,,,3.8,3000,23.4,79,{박무}430-1300.
113,인천공항,2021-08-04,7.2,15,25,1359,1536,230,230,,31.2,26.2,1240,332,1008.8,1010,1007.5,0,0,,0,0,,,5.8,8000,23.5,77,{비}220-235.
113,인천공항,2021-08-05,5.1,11,21,1512,1513,300,300,10,33.9,25.3,1345,548,1006.6,1008.7,1004.9,,,,,,,,2,4000,22.7,71,{박무}130-800.
113,인천공항,2021-08-06,6.1,21,27,1303,1235,320,330,10,32.6,24.1,1027,2356,1004.2,1005.6,1002,,,,,,,,5.9,3500,21.9,74,{박무}400-730.
113,인천공항,2021-08-07,6.6,12,20,1729,1528,290,310,,31.4,22,1400,544,1003.8,1004.8,1002.6,,,,,,,,3.5,20000,21.6,74,
113,인천공항,2021-08-08,6.7,17,24,1741,1736,40,40,95,32.2,24.1,1500,254,1003.4,1004.3,1002,0,0,,0,0,,,5,3000,21.9,74,{}1500-1517. {비}1517-1530. {연무}1517-1630. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}1530-1600. {연무}1800-1830.
113,인천공항,2021-08-09,8,12,19,838,1255,30,10,,33.7,24.1,1436,105,1003.6,1005.6,1002.5,,,,,,,,2.7,10000,20.4,64,
113,인천공항,2021-08-10,6.5,11,17,1312,1050,290,240,,31.1,24.6,1306,549,1007.5,1009.9,1005.3,,,,,,,,3,11000,20.8,68,
113,인천공항,2021-08-11,5.5,19,27,531,525,200,190,97,30.8,19.4,1348,538,1010.3,1011.8,1009.1,62.5,48,503,32.5,13,,,4.1,3000,21.8,77,{비}438-500. {박무}438-900. {소낙성비}500-516. {}500-516. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}516-530. {뇌전과 강한비 뇌전과 강한눈 뇌전과 강한진눈깨비}530-541. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}541-600. {뇌전과 강한비 뇌전과 강한눈 뇌전과 강한진눈깨비}600-730. {비}730-745. {박무}1000-1200. {연무}1200-2000. {박무}2000-2400.
113,인천공항,2021-08-12,5.3,10,14,1812,1606,300,270,10,30.8,23.7,1412,607,1009.7,1011.3,1008.1,,,,,,,,4.3,18000,22,75,{박무}0-1030. {연무}1030-1430.
113,인천공항,2021-08-13,6.2,10,14,638,640,50,60,5,30.2,23.4,1644,554,1006.6,1008.1,1005,,,,,,,,6.3,18000,21.5,74,{연무}1530-1600.
113,인천공항,2021-08-14,10.2,13,19,1220,1843,50,20,,31,23.1,1611,618,1007.8,1011.7,1005.7,,,,,,,,5.2,15000,19.3,67,
113,인천공항,2021-08-15,7.3,11,17,53,100,50,50,,30.2,21.1,1408,612,1013.6,1014.9,1011.5,,,,,,,,1.8,6000,19,67,
113,인천공항,2021-08-16,7.2,18,23,2249,2246,40,30,91,30,21.6,1419,2244,1014.2,1015.9,1012.3,0,0,,0,0,,,3.3,3000,19.9,68,{}2139-2145. {소낙성비}2145-2203. {뇌전과 비 또는 뇌전과 눈 또는 뇌전과 진눈깨비}2203-2251. {박무}2230-2330. {소낙성비}2251-2330. {}2251-2343. {비}2330-2343.
