ISSUE_HW_DAY_2019-05_2019-05_2021
일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2019-05-18,상주(137),X,23,20.5,17.5,15.3,91.3,X, ,X,낮음
2019-05-18,포항(138),X,22.2,20.2,18,16.7,89.4,X, ,X,낮음
2019-05-18,군산(140),X,24.3,22.5,19.2,16.4,81.6,X, ,X,낮음
2019-05-18,대구(143),X,22.4,22,18.1,16.2,83.6,X, ,X,보통
2019-05-18,전주(146),X,25.4,23.8,20,15.8,82.1,X, ,X,보통
2019-05-18,울산(152),X,22.4,20.2,17.8,16.2,90.3,X, ,X,보통
2019-05-18,창원(155),X,21.4,19.9,17.3,16.3,87.3,X, ,X,보통
2019-05-18,광주(156),X,23.3,20.5,18.7,15.9,89.4,X, ,X,매우높음
2019-05-18,부산(159),X,21.8,20.4,17.7,16.5,86.9,X, ,X,보통
2019-05-18,통영(162),X,21.7,19.5,17.9,16.8,87.8,X, ,X,낮음
2019-05-18,목포(165),X,23.3,21.6,19.1,16.5,81.3,X, ,X,보통
2019-05-18,여수(168),X,21.4,18.7,17.6,16.4,92.1,X, ,X,낮음
2019-05-18,흑산도(169),X,21,18,16.5,14.6,93.4,X, ,X,낮음
2019-05-18,완도(170),X,21.7,18.6,17.8,17.1,94.3,X, ,X,낮음
2019-05-18,고창(172),X,23.6,21.9,19.6,16.2,78.4,X, ,X,낮음
2019-05-18,제주(184),X,26.3,23.3,20.6,17.4,91.6,X, ,X,보통
2019-05-18,진주(192),X,21.3,18,17.2,16.2,93.6,X, ,X,낮음
2019-05-18,양평(202),X,23.9,24,21.3,17.8,55.9,X, ,X,낮음
2019-05-18,이천(203),X,24.2,24.1,20.8,17.8,55.8,X, ,X,낮음
2019-05-18,인제(211),X,24.2,25.6,20.5,16.5,61,X, ,X,낮음
2019-05-18,홍천(212),X,24.7,24.8,20.5,16.7,65,X, ,X,낮음
2019-05-18,태백(216),X,19.7,18.4,16,13.4,74.4,X, ,X,낮음
2019-05-18,정선군(217),X,22.2,22.1,18.4,14.5,62.1,X, ,X,낮음
2019-05-18,제천(221),X,21.9,21.3,18.5,15.8,65.4,X, ,X,낮음
2019-05-18,보은(226),X,23.1,21.8,18.2,15.4,78,X, ,X,낮음
2019-05-18,천안(232),X,22.9,22.2,19.1,16,70.8,X, ,X,낮음
2019-05-18,보령(235),X,23.5,22.2,19.8,16.4,71.3,X, ,X,낮음
2019-05-18,부여(236),X,24.5,23.5,19.2,16.3,79,X, ,X,낮음
2019-05-18,금산(238),X,23.3,22.7,18.4,15,77,X, ,X,낮음
2019-05-18,세종(239),X,,,,,,X, ,X,보통
2019-05-18,부안(243),X,24.8,23.4,19.8,16.2,76,X, ,X,낮음
2019-05-18,임실(244),X,22.4,21,18,14.6,76.9,X, ,X,낮음
2019-05-18,정읍(245),X,25.8,22.4,19.2,15.3,97.8,X, ,X,낮음
2019-05-18,남원(247),X,22.3,20.8,18.3,16,77.9,X, ,X,낮음
2019-05-18,장수(248),X,20.7,18.8,16.9,13.7,77.4,X, ,X,낮음
2019-05-18,영광군(252),X,24.2,22.4,19.5,15.8,81.6,X, ,X,낮음
2019-05-18,김해시(253),X,22.3,20.9,18.5,17.2,83.9,X, ,X,낮음
2019-05-18,순창군(254),X,22.8,20.7,18,15.5,87,X, ,X,낮음
2019-05-18,양산시(257),X,23.1,22.2,18.6,17.4,84.1,X, ,X,낮음
2019-05-18,강진군(259),X,21.8,19.2,18.1,16.9,87.6,X, ,X,낮음
2019-05-18,장흥(260),X,22.4,19.9,18.7,17.3,85,X, ,X,낮음
2019-05-18,해남(261),X,21.6,18.7,17.5,16.3,93.5,X, ,X,낮음
2019-05-18,고흥(262),X,21.1,18.4,17.3,16.4,94.5,X, ,X,낮음
2019-05-18,의령군(263),X,21.6,18.7,17.5,16.5,89.9,X, ,X,낮음
2019-05-18,함양군(264),X,20.9,17.5,16.5,15,97.8,X, ,X,낮음
2019-05-18,진도군ASOS(268),X,24.4,22.7,19.5,16.6,80.4,X, ,X,낮음
2019-05-18,봉화(271),X,20.9,19.6,16.6,14.1,78.6,X, ,X,낮음
2019-05-18,영주(272),X,22.2,20.7,17.3,15.1,78.5,X, ,X,낮음
2019-05-18,문경(273),X,22.1,20.5,17.5,15.4,82.9,X, ,X,낮음
2019-05-18,청송군(276),X,21.5,19.9,16.3,14.6,93,X, ,X,낮음
2019-05-18,영덕(277),X,23.8,21.3,17.2,15.6,89.5,X, ,X,낮음
2019-05-18,의성(278),X,23.5,23.1,18.8,16.7,78.8,X, ,X,낮음
2019-05-18,구미(279),X,23.5,22.4,18,16.2,95,X, ,X,낮음
2019-05-18,영천(281),X,22,20.9,17.7,16.5,85.8,X, ,X,낮음
2019-05-18,경주시(283),X,22.9,20.7,17.3,16.1,91.9,X, ,X,낮음
2019-05-18,거창(284),X,20.9,17.9,16.4,14.6,94.5,X, ,X,낮음
2019-05-18,합천(285),X,21.5,18.7,17.2,16.1,87.8,X, ,X,낮음
2019-05-18,밀양(288),X,23.1,19.7,17.5,16.2,99,X, ,X,낮음
2019-05-18,산청(289),X,20.9,17.9,16.8,15.6,95,X, ,X,낮음
2019-05-18,거제(294),X,22.5,19.4,18,17.1,97.5,X, ,X,낮음
2019-05-18,남해(295),X,21.7,18.8,17.5,16.6,94.8,X, ,X,낮음
2019-05-18,부천(433),X,,25.5,21.7,17,,X, ,X,낮음
2019-05-18,안양(434),X,,23.2,20.6,17.5,59,X, ,X,낮음
2019-05-18,광명(437),X,,25.5,22.3,18.2,,X, ,X,낮음
2019-05-18,군포(438),X,,24.2,21.2,18.1,,X, ,X,낮음
2019-05-18,김포(441),X,,25.3,20.7,15.9,,X, ,X,낮음
2019-05-18,하남(444),X,,,22,,,X, ,X,낮음
2019-05-18,의왕(445),X,,22.8,19.8,15.7,,X, ,X,낮음
2019-05-18,포천(504),X,25.7,26.7,22.4,17.1,48,X, ,X,낮음
2019-05-18,가평조종(505),X,,26,20.4,14,,X, ,X,낮음
2019-05-18,안성(516),X,25,25,21.6,19,60,X, ,X,낮음
2019-05-18,간성(517),X,24.4,22.8,18.6,15.1,84,X, ,X,낮음
2019-05-18,평창(526),X,22.2,21.8,18.7,14.7,63,X, ,X,낮음
2019-05-18,의정부(532),X,26.2,26.4,21.9,18.3,60,X, ,X,낮음
2019-05-18,횡성(536),X,25.4,25,20.8,16.1,64,X, ,X,낮음
2019-05-18,고양(540),X,26.3,26.8,22.6,16.7,54,X, ,X,낮음
2019-05-18,남양주(541),X,25.2,26,22.2,18,53,X, ,X,낮음
2019-05-18,안산(545),X,25.4,25.3,20.4,14.3,64,X, ,X,낮음
2019-05-18,경기광주(546),X,24,24.3,21.1,18.2,52,X, ,X,낮음
2019-05-18,여주(548),X,23.4,22.9,20.4,18.3,59,X, ,X,낮음
2019-05-18,용인(549),X,23.6,23.8,20.6,17.4,56,X, ,X,낮음
2019-05-18,오산(550),X,23.6,24.4,21,18,50,X, ,X,낮음
2019-05-18,평택(551),X,25.3,25,21,18.9,64,X, ,X,낮음
2019-05-18,화천(555),X,27.6,29.3,21.2,15.3,68,X, ,X,낮음
2019-05-18,양구(556),X,25.7,27.1,21.1,16.4,60,X, ,X,낮음
2019-05-18,시흥(565),X,24.9,25.4,21.6,15.8,56,X, ,X,낮음
2019-05-18,구리(569),X,26.2,26.9,22.7,19.3,49,X, ,X,낮음
2019-05-18,화성(571),X,24.6,24.9,20.7,16.9,58,X, ,X,낮음
2019-05-18,성남(572),X,23.9,24.2,22,18.6,51,X, ,X,보통
2019-05-18,과천(590),X,24.9,25.5,21.8,16.7,48,X, ,X,낮음
2019-05-18,양주(598),X,27,28.2,22.4,16.8,54,X, ,X,낮음
2019-05-18,단양(601),X,24.2,23.4,19.7,15.9,77,X, ,X,낮음
2019-05-18,진천(602),X,23.7,23.8,20.1,16.7,59,X, ,X,낮음
2019-05-18,괴산(603),X,23.7,23.4,19.4,15.7,67,X, ,X,낮음
2019-05-18,옥천(604),X,25,22.7,18.5,15.4,90,X, ,X,낮음
2019-05-18,홍북(608),X,22.7,20.8,17.6,15,90,X, ,X,낮음
2019-05-18,공주(612),X,23.4,22,18.4,15.7,83,X, ,X,낮음
2019-05-18,서천(614),X,24.9,23.5,20.3,17.5,76,X, ,X,낮음
2019-05-18,논산(615),X,24.2,23,19.8,16.6,75,X, ,X,낮음
2019-05-18,당진(616),X,25,23.7,19,16.1,83,X, ,X,낮음
2019-05-18,청양(618),X,22.6,20.6,17.8,14.9,87,X, ,X,낮음
2019-05-18,음성(619),X,24.6,24.6,19.5,16.1,68,X, ,X,낮음
2019-05-18,증평(623),X,24.1,22.9,19.7,16.4,74,X, ,X,낮음
2019-05-18,태안(627),X,24,22.9,19.2,16,81,X, ,X,낮음
2019-05-18,예산(628),X,24.4,23.2,19.1,16.4,83,X, ,X,낮음
2019-05-18,아산(634),X,23.5,23.6,19.8,17,64,X, ,X,낮음
2019-05-18,계룡(636),X,22.6,21.6,18.1,15.1,76,X, ,X,낮음
2019-05-18,연천청산(652),X,26.7,27.6,21.5,15,61,X, ,X,낮음
2019-05-18,양양(670),X,26.3,25.2,20.1,15.5,84,X, ,X,낮음
2019-05-18,무안(699),X,23.3,21.5,18.9,16.2,83,X, ,X,낮음
2019-05-18,무주(701),X,24.7,23.1,18.2,14.5,88,X, ,X,낮음
2019-05-18,익산(702),X,25.8,24.2,19.6,15.9,88,X, ,X,낮음
2019-05-18,진안(703),X,21.4,18.8,17.1,14,87,X, ,X,낮음
2019-05-18,담양(706),X,25.3,22.2,18.9,16.1,97,X, ,X,낮음
2019-05-18,구례(709),X,21.6,19.9,18.2,15.9,76,X, ,X,낮음
2019-05-18,나주(710),X,25.5,22.7,19,16.4,94,X, ,X,낮음
2019-05-18,순천시(712),X,22.7,19.4,18.2,17,95,X, ,X,낮음
2019-05-18,광양읍(713),X,22.5,19.9,18.4,16.7,88,X, ,X,낮음
2019-05-18,장성(730),X,23.3,21.4,19,15.7,79,X, ,X,낮음
2019-05-18,영암(731),X,23.4,21,18.7,16.4,89,X, ,X,낮음
2019-05-18,보성(732),X,21,17.5,16.6,15.8,98,X, ,X,낮음
2019-05-18,완주(734),X,25.9,25.5,20,14.8,72,X, ,X,낮음
2019-05-18,김제(737),X,24.1,22.7,19.3,15.6,80,X, ,X,낮음
2019-05-18,화순(741),X,22.6,21,18.7,16.1,75,X, ,X,낮음
2019-05-18,함평(754),X,24.6,22.8,19.1,16.1,83,X, ,X,낮음
2019-05-18,곡성(768),X,22.7,21,18.1,15.2,81,X, ,X,낮음
2019-05-18,압해도(789),X,23.9,21.8,19.6,16.8,84,X, ,X,낮음
2019-05-18,영양(801),X,21.6,20,16.8,14.5,81,X, ,X,낮음
2019-05-18,성주(810),X,22.3,20.6,17.6,15.5,84,X, ,X,낮음
2019-05-18,고령(812),X,22,18.5,17,15.4,98,X, ,X,낮음
2019-05-18,청도(813),X,21.6,19.6,17,15.8,86,X, ,X,낮음
2019-05-18,예천(815),X,23.1,20.5,17.2,15.2,94,X, ,X,낮음
2019-05-18,김천(822),X,22.3,21,16.9,14.7,92,X, ,X,낮음
2019-05-18,군위(823),X,23.5,22,18.2,16.1,85,X, ,X,낮음
2019-05-18,칠곡(825),X,22.5,21.4,18.4,16,78,X, ,X,낮음
2019-05-18,경산(827),X,22.9,20.9,17.6,16,88,X, ,X,낮음
2019-05-18,삼척(876),X,23.7,22.6,18.9,17,68,X, ,X,낮음
2019-05-18,속초(90),X,24.1,23.5,18.7,15.5,75.5,X, ,X,낮음
2019-05-18,삼천포(907),X,21.6,19.3,18,16.4,89,X, ,X,낮음
2019-05-18,고성(918),X,22,20,18.3,16.9,85,X, ,X,낮음
2019-05-18,창녕(919),X,22,19.4,17.7,16.5,89,X, ,X,낮음
2019-05-18,함안(920),X,21.7,19,17.8,16.8,85,X, ,X,낮음
2019-05-18,북춘천(93),X,25.2,25.9,21.3,16.8,63.6,X, ,X,높음
2019-05-18,하동(932),X,21.6,19.2,18,17,88,X, ,X,낮음
2019-05-18,철원(95),X,25.8,27.6,21.8,16.7,62.1,X, ,X,낮음
2019-05-18,동두천(98),X,26.9,27.6,22.3,17.7,55.9,X, ,X,낮음
2019-05-18,파주(99),X,26.2,26.6,21.7,14.9,63.9,X, ,X,낮음
2019-05-19,북강릉(104),X,22.4,20.8,18,15.4,82.1,X, ,X,보통
2019-05-19,동해(106),X,22.8,21.7,17.6,14.8,78.4,X, ,X,낮음
2019-05-19,서울(108),X,24.3,21.6,19.4,17.9,93,X, ,X,보통
2019-05-19,인천(112),X,24.1,21.1,19.2,17.7,96.9,X, ,X,보통
2019-05-19,원주(114),X,24.5,22.9,20.6,17.7,70.4,X, ,X,낮음
2019-05-19,울릉도(115),X,25,24.6,19.8,16.7,71,X, ,X,낮음
2019-05-19,수원(119),X,24.9,21.6,19.3,17.4,95.8,X, ,X,낮음
2019-05-19,영월(121),X,27.9,28.1,20.4,15.7,74.9,X, ,X,낮음
2019-05-19,충주(127),X,26.2,25.6,21,19.2,71.9,X, ,X,낮음
2019-05-19,서산(129),X,25.5,22.4,20.3,18.3,88.9,X, ,X,보통
2019-05-19,울진(130),X,24,21.9,17.9,15.7,86.8,X, ,X,낮음
2019-05-19,청주(131),X,25.4,24,20.6,18.3,79.1,X, ,X,보통
2019-05-19,대전(133),X,26.3,24.7,21.1,18.5,82.5,X, ,X,보통
2019-05-19,추풍령(135),X,22.9,21.3,18.5,16,77.6,X, ,X,낮음
2019-05-19,안동(136),X,24.6,23.7,19.2,15.3,81.1,X, ,X,보통
2019-05-19,상주(137),X,25.5,23.8,19.5,16.2,85.8,X, ,X,낮음
2019-05-19,포항(138),X,24.5,23.3,19.8,16.7,85.1,X, ,X,낮음
2019-05-19,군산(140),X,26.9,25.9,21.8,19,77.3,X, ,X,낮음
2019-05-19,대구(143),X,24.4,23.3,19.6,17,82.4,X, ,X,보통
2019-05-19,전주(146),X,27.3,25.6,22.3,19.9,81.4,X, ,X,보통
2019-05-19,울산(152),X,25,23.6,19.2,16.1,89.8,X, ,X,보통
2019-05-19,창원(155),X,24.9,23.6,19.6,17.8,80.8,X, ,X,보통
2019-05-19,광주(156),X,25.3,22.7,20.9,19.4,87,X, ,X,보통
2019-05-19,부산(159),X,23.7,21.9,19.4,18,83.1,X, ,X,보통
2019-05-19,통영(162),X,24.6,22.6,19.7,18.1,87,X, ,X,낮음
2019-05-19,목포(165),X,23.7,21.2,19.9,17.8,85.3,X, ,X,보통
2019-05-19,여수(168),X,23.2,19.8,18.6,17.7,96,X, ,X,낮음
2019-05-19,흑산도(169),X,20.8,17.4,16.1,14.1,95.8,X, ,X,낮음
2019-05-19,완도(170),X,22.7,19.1,18.3,17,95.8,X, ,X,낮음
2019-05-19,고창(172),X,25.3,23.6,21.1,20,81,X, ,X,낮음
2019-05-19,제주(184),X,28.1,26.3,21.4,18.8,84.1,X, ,X,보통
2019-05-19,진주(192),X,23.6,20.4,18.6,16.7,95,X, ,X,낮음
2019-05-19,양평(202),X,24.3,22.1,19.7,17.9,83,X, ,X,낮음
2019-05-19,이천(203),X,24.8,22.2,19.6,17.6,84.8,X, ,X,낮음
2019-05-19,인제(211),X,24.5,23.8,19.2,14.7,81.1,X, ,X,낮음
2019-05-19,홍천(212),X,25.1,24.4,19.6,15.7,84.9,X, ,X,낮음
2019-05-19,태백(216),X,23.9,22.9,17.9,13.6,80.5,X, ,X,낮음
2019-05-19,정선군(217),X,25.6,25.6,19.3,13.9,73.3,X, ,X,낮음
2019-05-19,제천(221),X,24.9,24.5,19.3,14.5,74.4,X, ,X,낮음
2019-05-19,보은(226),X,24.3,22.3,19.3,16.8,80.8,X, ,X,낮음
2019-05-19,천안(232),X,24.4,22.7,19.2,16.6,84.4,X, ,X,낮음
2019-05-19,보령(235),X,25.7,24.4,21.2,18.8,77,X, ,X,낮음
2019-05-19,부여(236),X,26.8,25.8,21.2,18.1,82.6,X, ,X,낮음
2019-05-19,금산(238),X,25.6,24.3,19.8,16.9,79,X, ,X,낮음
2019-05-19,세종(239),X,,,,,,X, ,X,보통
2019-05-19,부안(243),X,26.5,25.5,22,18.8,72.5,X, ,X,낮음
2019-05-19,임실(244),X,25,23.7,19.8,17.7,80.1,X, ,X,낮음
2019-05-19,정읍(245),X,26.8,23.2,21.4,18.2,97.9,X, ,X,낮음
2019-05-19,남원(247),X,24.7,22.8,19.5,17.5,85.8,X, ,X,낮음
2019-05-19,장수(248),X,22.8,21.1,18.4,15.9,80.9,X, ,X,낮음
2019-05-19,영광군(252),X,24.7,22.3,20.3,18.5,86.6,X, ,X,낮음
2019-05-19,김해시(253),X,24.6,23,20.3,18.5,82.1,X, ,X,낮음
2019-05-19,순창군(254),X,24.1,22.1,20.2,17.7,83,X, ,X,낮음
2019-05-19,양산시(257),X,24.9,23.2,20.3,18.8,83.4,X, ,X,낮음
2019-05-19,강진군(259),X,23.4,20.2,19.1,18,88.9,X, ,X,낮음
2019-05-19,장흥(260),X,23.7,20.7,19.8,18.7,89.5,X, ,X,낮음
2019-05-19,해남(261),X,23.4,20.2,18.4,16.3,95,X, ,X,낮음
2019-05-19,고흥(262),X,23,19.4,18.6,17.2,96.1,X, ,X,낮음
2019-05-19,의령군(263),X,24.8,22.9,19.4,17.1,88.8,X, ,X,낮음
2019-05-19,함양군(264),X,23.7,20.3,18.1,16.1,98.5,X, ,X,낮음
2019-05-19,진도군ASOS(268),X,24,20.9,19.7,17.3,86.3,X, ,X,낮음
2019-05-19,봉화(271),X,23,22.1,18.1,13.1,83.5,X, ,X,낮음
2019-05-19,영주(272),X,24,22.9,18.7,15.1,83,X, ,X,낮음
2019-05-19,문경(273),X,24.9,23.2,19,15.7,83.3,X, ,X,낮음
2019-05-19,청송군(276),X,25.1,23.5,18.1,13.2,90.4,X, ,X,낮음
2019-05-19,영덕(277),X,25.9,24.9,19.1,14.1,82.1,X, ,X,낮음
2019-05-19,의성(278),X,25.7,25.5,20.2,15.2,78.3,X, ,X,낮음
2019-05-19,구미(279),X,25.7,23.7,19.4,16,93.9,X, ,X,낮음
2019-05-19,영천(281),X,24.6,23.9,19.6,16.4,80,X, ,X,낮음
2019-05-19,경주시(283),X,24.6,22.8,18.8,15.3,89.4,X, ,X,낮음
2019-05-19,거창(284),X,23.3,20.3,18,16.1,95,X, ,X,낮음
2019-05-19,합천(285),X,24.4,22.3,18.9,16.4,85.8,X, ,X,낮음
2019-05-19,밀양(288),X,24.3,23.8,20,16.2,85.3,X, ,X,낮음
2019-05-19,산청(289),X,23.1,19.7,18.1,16.2,99,X, ,X,낮음
2019-05-19,거제(294),X,24.9,21.8,19.9,18.9,93.6,X, ,X,낮음
2019-05-19,남해(295),X,24.4,21.1,18.8,17.5,95.9,X, ,X,낮음
2019-05-19,부천(433),X,,21.8,18.7,17.3,,X, ,X,낮음
2019-05-19,안양(434),X,,20.6,18.3,16.4,92,X, ,X,낮음
2019-05-19,광명(437),X,,22.3,19.6,18.1,,X, ,X,낮음
2019-05-19,군포(438),X,,21.2,19.1,17.1,,X, ,X,낮음
2019-05-19,김포(441),X,,20.6,18.1,16.5,,X, ,X,낮음
2019-05-19,하남(444),X,,,19.1,,,X, ,X,낮음
2019-05-19,의왕(445),X,,19.8,17.7,15.6,,X, ,X,낮음
2019-05-19,포천(504),X,23.2,21.8,19.5,18,79,X, ,X,낮음
2019-05-19,가평조종(505),X,,20.6,18.9,17.7,,X, ,X,낮음
2019-05-19,안성(516),X,26.2,24.5,20.3,17.7,84,X, ,X,낮음
2019-05-19,간성(517),X,22.5,20,16.9,14,94,X, ,X,낮음
2019-05-19,평창(526),X,25.3,25,19.6,14.6,74,X, ,X,낮음
2019-05-19,의정부(532),X,24.1,21.3,19,16.8,95,X, ,X,낮음
2019-05-19,횡성(536),X,25.9,24.4,20,16.2,89,X, ,X,낮음
2019-05-19,고양(540),X,24,21.7,18.9,17,94,X, ,X,낮음
2019-05-19,남양주(541),X,23.8,21.5,19.3,17.9,88,X, ,X,낮음
2019-05-19,안산(545),X,24.4,20.7,18.8,17.1,99,X, ,X,낮음
2019-05-19,경기광주(546),X,23.3,20.3,18.9,17.2,89,X, ,X,낮음
2019-05-19,여주(548),X,23.6,20.4,18.7,16,90,X, ,X,낮음
2019-05-19,용인(549),X,23.5,21.2,18.7,16.9,86,X, ,X,낮음
2019-05-19,오산(550),X,24.4,22.8,19.2,17.3,82,X, ,X,낮음
2019-05-19,평택(551),X,25.5,22.9,19.4,17.5,92,X, ,X,낮음
2019-05-19,화천(555),X,24.4,23.2,18.6,15.2,91,X, ,X,낮음
2019-05-19,양구(556),X,25.4,25.1,19.6,15.4,82,X, ,X,낮음
2019-05-19,시흥(565),X,24.6,22,19.8,18,90,X, ,X,낮음
2019-05-19,구리(569),X,23.9,21.7,19.6,17.9,82,X, ,X,낮음
2019-05-19,화성(571),X,24.2,21.3,19.4,17.6,86,X, ,X,낮음
2019-05-19,성남(572),X,23.9,21.3,19.1,17.6,89,X, ,X,보통
2019-05-19,과천(590),X,24.1,21.5,18.9,17,92,X, ,X,낮음
2019-05-19,양주(598),X,23.5,21.6,19.1,16.7,88,X, ,X,낮음
2019-05-19,단양(601),X,27.2,26.3,20.7,16.3,85,X, ,X,낮음
2019-05-19,진천(602),X,24.7,22.9,19.4,17.1,79,X, ,X,낮음
2019-05-19,괴산(603),X,25.1,24.1,19.4,17.1,82,X, ,X,낮음
2019-05-19,옥천(604),X,25.9,23,19.6,16.8,93,X, ,X,낮음
2019-05-19,홍북(608),X,24.9,22.2,19.2,17,95,X, ,X,낮음
2019-05-19,공주(612),X,25.5,23.8,20.1,17.2,83,X, ,X,낮음
2019-05-19,서천(614),X,27.4,26.6,22.5,20,74,X, ,X,낮음
2019-05-19,논산(615),X,26.7,25.4,21.6,19.2,79,X, ,X,낮음
2019-05-19,당진(616),X,25.3,22,19.2,17.3,93,X, ,X,낮음
2019-05-19,청양(618),X,26.1,24.3,19.6,16.1,90,X, ,X,낮음
2019-05-19,음성(619),X,24.8,22.4,19.3,16.9,84,X, ,X,낮음
2019-05-19,증평(623),X,24.9,22.2,19.5,18.1,89,X, ,X,낮음
2019-05-19,태안(627),X,25.2,21.9,19.9,18.1,92,X, ,X,낮음
2019-05-19,예산(628),X,26.8,24.1,20.6,18.2,89,X, ,X,낮음
2019-05-19,아산(634),X,24.8,23.7,20.3,17.8,76,X, ,X,낮음
2019-05-19,계룡(636),X,25.5,23.9,19.9,17.1,80,X, ,X,낮음
2019-05-19,연천청산(652),X,24.3,20.7,19,16.8,95,X, ,X,낮음
2019-05-19,양양(670),X,24.8,21.9,18,14.7,96,X, ,X,낮음
2019-05-19,무안(699),X,24.3,21.8,19.8,17.9,87,X, ,X,낮음
2019-05-19,무주(701),X,26.4,24.5,19.5,16.1,90,X, ,X,낮음
2019-05-19,익산(702),X,27.9,26.1,21.8,17.4,83,X, ,X,낮음
2019-05-19,진안(703),X,23.9,21.5,18.7,16.1,89,X, ,X,낮음
2019-05-19,담양(706),X,25.9,23.2,20.8,18.3,97,X, ,X,낮음
2019-05-19,구례(709),X,23.7,21.8,19.7,17.5,78,X, ,X,낮음
2019-05-19,나주(710),X,25.8,22.7,20.5,18.1,96,X, ,X,낮음
2019-05-19,순천시(712),X,24.3,20.7,19.6,17.6,96,X, ,X,낮음
2019-05-19,광양읍(713),X,24.4,21.2,20,18,91,X, ,X,낮음
2019-05-19,장성(730),X,24.2,22.5,20.6,19.4,80,X, ,X,낮음
2019-05-19,영암(731),X,25.1,22,20.3,18.6,90,X, ,X,낮음
2019-05-19,보성(732),X,22.6,19,17.9,16.5,98,X, ,X,낮음
2019-05-19,완주(734),X,27.1,26.2,21.1,17.2,79,X, ,X,낮음
2019-05-19,김제(737),X,26.4,25.3,21.7,18.4,75,X, ,X,낮음
2019-05-19,화순(741),X,24.5,23,20.2,18,77,X, ,X,낮음
2019-05-19,함평(754),X,24.4,21.9,20.5,18.5,85,X, ,X,낮음
2019-05-19,곡성(768),X,23.8,22.2,19.9,17.3,78,X, ,X,낮음
2019-05-19,압해도(789),X,25.2,23,19.9,17.4,90,X, ,X,낮음
2019-05-19,영양(801),X,23.9,22.7,18.5,13.4,84,X, ,X,낮음
2019-05-19,성주(810),X,25.3,24.3,19.2,15.7,83,X, ,X,낮음
2019-05-19,고령(812),X,24.5,22.3,19,16.2,94,X, ,X,낮음
2019-05-19,청도(813),X,24.7,23.1,19.4,15.4,79,X, ,X,낮음
2019-05-19,예천(815),X,26.2,23.9,19.2,15.4,91,X, ,X,낮음
2019-05-19,김천(822),X,25.1,23.3,18.7,15.4,90,X, ,X,낮음
2019-05-19,군위(823),X,26.1,24.9,19.5,15,85,X, ,X,낮음
2019-05-19,칠곡(825),X,25.3,24.4,19.6,15.8,81,X, ,X,낮음
2019-05-19,경산(827),X,24.6,23.3,19.2,16.1,85,X, ,X,낮음
2019-05-19,삼척(876),X,24.5,24.1,20,16.4,72,X, ,X,낮음
2019-05-19,속초(90),X,22.6,20.4,17.3,15.1,87.9,X, ,X,낮음
2019-05-19,삼천포(907),X,24.4,21.5,19.1,17.2,93,X, ,X,낮음
2019-05-19,고성(918),X,24.2,21.2,19.8,18.7,87,X, ,X,낮음
2019-05-19,창녕(919),X,25.8,24.4,19.7,16.9,84,X, ,X,낮음
2019-05-19,함안(920),X,26.1,24.9,20,17.3,83,X, ,X,낮음
2019-05-19,북춘천(93),X,24.3,23.3,19.1,15.8,90,X, ,X,보통
2019-05-19,하동(932),X,23.6,20.8,19.3,17.4,92,X, ,X,낮음
2019-05-19,철원(95),X,23.5,20.6,18.9,17.9,92.5,X, ,X,낮음
2019-05-19,동두천(98),X,23.2,21.2,18.6,16.3,93.9,X, ,X,낮음
2019-05-19,파주(99),X,23.3,21.6,18.5,16.7,97.9,X, ,X,낮음
2019-05-20,북강릉(104),X,24,22.8,18.9,14.1,47.3,X, ,X,높음
2019-05-20,동해(106),X,23.4,22.5,18.2,13.6,49.9,X, ,X,낮음
2019-05-20,서울(108),X,23.2,20.2,16.4,13,63.6,X, ,X,높음
2019-05-20,인천(112),X,23.1,19.5,15.1,12.8,68.5,X, ,X,높음
2019-05-20,원주(114),X,22.7,20.5,16.7,12.2,58.5,X, ,X,낮음
2019-05-20,울릉도(115),X,21.1,17.9,16.8,15,73.4,X, ,X,낮음
2019-05-20,수원(119),X,23.2,19.5,15.7,10.7,72.5,X, ,X,낮음
2019-05-20,영월(121),X,22,19.4,16.2,10,63.3,X, ,X,낮음
2019-05-20,충주(127),X,23.1,21,16.1,8.8,59,X, ,X,낮음
2019-05-20,서산(129),X,23.7,20.2,15.7,11.2,64.4,X, ,X,높음
2019-05-20,울진(130),X,23.9,23.3,18.2,14.3,60.1,X, ,X,낮음
2019-05-20,청주(131),X,22.8,21.2,17.2,12.3,57,X, ,X,보통
2019-05-20,대전(133),X,22.8,20.8,17.1,12.2,64.8,X, ,X,보통
2019-05-20,추풍령(135),X,21,18.9,15.6,10.8,58.6,X, ,X,낮음
2019-05-20,안동(136),X,21.9,20.7,16.8,11.3,63,X, ,X,보통
2019-05-20,상주(137),X,22.1,21.2,16.8,11.7,65.9,X, ,X,낮음
2019-05-20,포항(138),X,25.2,23.7,20.1,14.5,56.8,X, ,X,낮음
2019-05-20,군산(140),X,23.8,20.9,15.8,12.5,72.5,X, ,X,낮음
2019-05-20,대구(143),X,23.5,22.4,18.8,14.5,56.9,X, ,X,보통
2019-05-20,전주(146),X,25.3,22,16,12.2,73.1,X, ,X,높음
2019-05-20,울산(152),X,25,23.8,19.1,14.4,68.5,X, ,X,보통
